exam_slug,section,year,slot,paper_code,question_id,question_text,question_type,option_a,option_b,option_c,option_d,correct_answer,detailed_solution,topic,subtopic,archetype,difficulty,source_reference,frequency_weight,probability_score,trend_score,is_free,is_premium,tags
cat,QA,2019,Slot 2,CAT_2019_S2_QA,CAT_2019_S2_QA_Q34,"John gets Rs 57 per hour of regular work and Rs 114 per hour of overtime work. He works altogether 172 hours and his income from overtime hours is 15% of his income from regular hours. Then, for how many hours did he work overtime? [TITA] Answer Actual CAT 2019 Question Paper online.2IIM.com Done with the Questions! Take a break • 2IIM offers a fabulous, comprehensive course on CAT preparation. • A chunk of the course has been made available totally free of cost. So sign up as a trial user and check out our free content asap! • Practice, practice and then practice some more. 2IIM’s Question bank is generally a must-solve on all serious CAT aspirants’ checklist. Click this to check it out! Actual CAT 2019 Question Paper online.2IIM.com",TITA,,,,,12,"John gets Rs 57 per hour of regular work and Rs 114 per hour of overtime work. He works altogether 172 hours and his income from overtime hours is 15% of his income from regular hours. Then, for how many hours did he work overtime? [TITA] Answer: 12 Back to Question Difficulty Level – Topic – Work & time Medium --- PAGE 74 --- Actual CAT 2019 Question Paper For more CAT Level questions Click →Questions.2IIM.com online.2IIM.com Done with the answers too! • Find our online course at: online.2iim.com • About 2IIM’s CAT course: We have got a fabulous response for our course. Check out this Quora thread, where genuine students have shared their opinions about our course. • 2IIM’s Facebook group has more than 17K members. We keep sharing reading material for VARC almost everyday. • We have around 76K subscribers on our YouTube channel. We post solutions to CAT problems, as well as general test-taking strategies, interviews etc. • We have a wonderful, informative blog which is widely read. --- PAGE 75 --- Actual CAT 2019 Question Paper For more CAT Level questions Click →Questions.2IIM.com online.2IIM.com To Learn and Practice more CAT Level Questions Visit - Questions.2IIM.com online.2IIM.com Visit online.2IIM.com, Sign up as a trial user, learn 40 Hours for free!",Arithmetic,Ratio and Proportion,Ratio sharing problem,Hard,data/extracted_text/2019/Slot_2/QA/CAT_2019_Slot_2_QA.txt,,,,true,false,"year:2019, slot:Slot 2, topic:Arithmetic, subtopic:Ratio and Proportion, archetype:Ratio sharing problem"
cat,QA,2025,Slot 1,CAT_2025_S1_QA,CAT_2025_S1_QA_Q01,"In a class, there were more than 10 boys and a certain number of girls. After 40% of the girls and 60% of the boys left the class, the remaining number of girls was 8 more than the remaining number of boys. Then, the minimum possible number of students initially in the class was",TITA,,,,,NA,"55 Let the initial number of boys and girls be b and g, respectively. Then, g – 0.4g = b – 0.6b + 8, where b > 10  0.6g = 0.4b + 8 3g = 2b + 40  g = (2b + 40)/3 Since b > 10, For b = 11, g = (22 + 40)/3 = 62/3 is not an integer. For b = 12, g = (24 + 40)/3 = 64/3 is not an integer. For b = 13, g = (26 + 40)/3 = 66/3 = 22 is an integer. But 40% of 13 = 5.2 (not an integer) Since 40% of b must be an integer  b must be a multiple of 5. For b = 15, g = (2 × 15 + 40)/3 = 70/3 is not an integer. For b = 20, g = (2 × 20 + 40)/3 = 80/3 is not an integer. For b = 25, g = (2 × 25 + 40)/3 = 90/3 = 30 is an integer. Hence, the minimum number of students in the class was = 25 + 30 = 55.",Arithmetic,Profit and Loss,Inequality optimization problem,Medium,data/extracted_text/2025/Slot_1/FULL/CAT_2025_Slot_1_FULL.txt,,,,true,false,"year:2025, slot:Slot 1, topic:Arithmetic, subtopic:Profit and Loss, archetype:Inequality optimization problem"
cat,QA,2025,Slot 1,CAT_2025_S1_QA,CAT_2025_S1_QA_Q02,"The number of distinct integers n for which   2 1 4 log n 7n 11 0          , is",MCQ,0,infinite,1,2,D,"1 We have   2 1 4 log n 7n 11 0          Since 0 < 1/4 < 0, so   2 1 4 log n 7n 11 0           2 0 n 7n 11 1     For n2 – 7n + 11 > 0 7 5 n 2    or n = 2.382, 4.618 … (i) For n2 – 7n + 11 < 1 Or (n – 5)(n – 2) < 0 Or 2 < n < 5 … (ii) Combining (i) and (ii), n = 3, 4 For n = 3 or n = 4, n2 – 7n + 11 = – 1 So the inequality   2 1 4 log n 7n 11 0          is not satisfy at n = 3 or n = 4. Hence, the answer is 0.",Algebra,Inequalities,General algebra problem,Medium,data/extracted_text/2025/Slot_1/FULL/CAT_2025_Slot_1_FULL.txt,,,,true,false,"year:2025, slot:Slot 1, topic:Algebra, subtopic:Inequalities, archetype:General algebra problem"
cat,QA,2025,Slot 1,CAT_2025_S1_QA,CAT_2025_S1_QA_Q03,"Shruti travels a distance of 224 km in four parts for a total travel time of 3 hours. Her speeds in these four parts follow an arithmetic progression, and the corresponding time taken to cover these four parts follow another arithmetic progression. If she travels at a speed of 960 meters per minute for 30 minutes to cover the first part, then the distance, in meters, she travels in the fourth part is",MCQ,112000,76800,96000,86400,D,"4 Total distance travelled = 224 km = 224000 m Total time taken = 3 hours = 180 minutes Since the times taken are in arithmetic progression, they are: 30, 30 + t, 30 + 2t, 30 + 3t --- PAGE 26 --- 26 CAT 2025 Solved Paper (Slot-1) So 30 + (30 + t) + (30 + 2t) + (30 + 3t) = 180  30 × 4 + 6t = 180  t = 10 So the times are 30, 40, 50, 60 minutes. Since the speeds are also in arithmetic progression, they are: 960, (960 + d), (960 + 2d), (960 + 3d) m/minute So 960 × 30 + (960 + d) × 40 + (960 + 2d) × 50 + (960 + 3d) × 60 = 224000  172800 + 320d = 224000  172800 + 320d = 224000  d = 160 Hence, the distance travelled in the fourth part = (960 + 3 × 160) × 60 = 86400 m.",Arithmetic,Time Speed Distance,AP/GP sequence problem,Medium,data/extracted_text/2025/Slot_1/FULL/CAT_2025_Slot_1_FULL.txt,,,,true,false,"year:2025, slot:Slot 1, topic:Arithmetic, subtopic:Time Speed Distance, archetype:AP/GP sequence problem"
cat,QA,2025,Slot 1,CAT_2025_S1_QA,CAT_2025_S1_QA_Q04,"The (x, y) coordinates of vertices P, Q and R of a parallelogram PQRS are (–3, –2), (1, –5) and (9, 1), respectively. If the diagonal SQ intersects the x-axis at (a, 0), then the value of a is",MCQ,29/9,13/4,27/7,10/3,A,"1 (–3, –2) P Q (1, –5) (p, q) S R (9, 1) O Co-ordinates of O are: (– 3 + 9)/2, (– 2 + 1)/2 = (3, – 1/2) So (p + 1)/2 = 3  p = 5 and (q – 5)/2 = – 1/2  q = 4 The co-ordinates of vertex S is (5, 4). Slope of SQ = (– 5 – 4)/(1 – 5) = 9/4 The equation of line SQ is (y – 4) = 9/4 (x – 5) = 0  9x – 4y = 29 This line intersects x-axis at (a, 0). So 9a – 0 = 29  a = 29/9.",Geometry,Coordinate Geometry,General geometry problem,Medium,data/extracted_text/2025/Slot_1/FULL/CAT_2025_Slot_1_FULL.txt,,,,true,false,"year:2025, slot:Slot 1, topic:Geometry, subtopic:Coordinate Geometry, archetype:General geometry problem"
cat,QA,2025,Slot 1,CAT_2025_S1_QA,CAT_2025_S1_QA_Q05,"In a circle with center C and radius 6 2 cm, PQ and SR are two parallel chords separated by one of the diameters. If PQC = 45°, and the ratio of the perpendicular distance of PQ and SR from C is 3 : 2, then the area, in sq. cm, of the quadrilateral PQRS is",MCQ,  4 3 2 7 ,  20 3 14 ,  4 3 14 ,  20 3 2 7 ,B,"2 45° 6 2 cm  6 2 cm  M N Q R C P S 3k 2k Since MQC = 45° Then, MQ = CM = 3k In right angled triangle CMQ, (3k)2 + (3k)2 = (62)2  18k2 = 72  k = 2 So CM = MQ = 6 cm, PQ = 12 cm NR = ((62)2 – 42) = (72 – 16) = 214 cm So SR = 414 cm Hence, the area of quadrilateral PQRS = 1/2 × (12 + 414) × 10 = 20(3 + 14) sq. cm.",Geometry,Circles,Circle tangent/chord problem,Medium,data/extracted_text/2025/Slot_1/FULL/CAT_2025_Slot_1_FULL.txt,,,,true,false,"year:2025, slot:Slot 1, topic:Geometry, subtopic:Circles, archetype:Circle tangent/chord problem"
cat,QA,2025,Slot 1,CAT_2025_S1_QA,CAT_2025_S1_QA_Q06,"Stocks A, B and C are priced at rupees 120, 90 and 150 per share, respectively. A trader holds a portfolio consisting of 10 shares of stock A, and 20 shares of stocks B and C put together. If the total value of her portfolio is rupees 3300, then the number of shares of stock B that she holds, is",TITA,,,,,NA,"15 Let n be the number of stocks B. Then, the number of stocks C = 20 – n So 10 × 120 + 90n + (20 – n) × 150 = 3300  1200 + 90n + 3000 – 150n = 3300  60n = 900  n = 15.",Arithmetic,Profit and Loss,Ratio sharing problem,Medium,data/extracted_text/2025/Slot_1/FULL/CAT_2025_Slot_1_FULL.txt,,,,true,false,"year:2025, slot:Slot 1, topic:Arithmetic, subtopic:Profit and Loss, archetype:Ratio sharing problem"
cat,QA,2025,Slot 1,CAT_2025_S1_QA,CAT_2025_S1_QA_Q08,"In the set of consecutive odd numbers {1, 3, 5, ..., 57}, there is a number k such that the sum of all the elements less than k is equal to the sum of all the elements greater than k. Then, k equals",MCQ,43,39,37,41,D,"4 1 + 3 + 5 + … n terms = n2 So 1 + 3 + 5 + … + 57 = 292 = 841 1 + 3 + 5 + … + (k – 2), k, (k + 2) + k + 4, … + 57 Let 1 + 3 + 5 + … + (k – 2) = (k + 2) + k + 4, … + 57 = x2 Then, x2 + k + x2 = 841  x2 = (841 – k)/2 Option (1): k = 43, x2 = (841 – 43)/2 = 399  x = 399 Option (2): k = 39, x2 = (841 – 39)/2 = 401  x = 401 Option (3): k = 37, x2 = (841 – 37)/2 = 402  x = 402 Option (2): k = 41, x2 = (841 – 41)/2 = 400  x = 20 Hence, option (4) is the correct answer.",Algebra,Quadratic Equations,Inequality optimization problem,Easy,data/extracted_text/2025/Slot_1/FULL/CAT_2025_Slot_1_FULL.txt,,,,true,false,"year:2025, slot:Slot 1, topic:Algebra, subtopic:Quadratic Equations, archetype:Inequality optimization problem"
cat,QA,2025,Slot 1,CAT_2025_S1_QA,CAT_2025_S1_QA_Q09,"Kamala divided her investment of Rs. 10,0000 between stocks, bonds, and gold. Her investment in bonds was 25% of her investment in gold. With annual returns of 10%, 6%, 8% on stocks, bonds, and gold, respectively, she gained a total amount of Rs. 8,200 in one year. The amount, in rupees, that she gained from the bonds, was",TITA,,,,,NA,"900 Let Kamala invested her money in stocks and gold be Rs.x and Rs.y, respectively. Then, x + 0.25y + y = 100000 --- PAGE 27 --- CAT 2025 Solved Paper (Slot-1) 27  x + 1.25y = 100000 … (i) And 0.1x + 0.06 × 0.25y + 0.08y = 8200  x + 0.95y = 82000 … (ii) From (i) and (ii), 0.3y = 18000  y = Rs.60,000 So amount invested in bonds = 0.25 × 60000 = Rs.15,000 Hence, the amount gained by Kamala from the bonds = 15000 × 0.06 = Rs.900.",Arithmetic,Ratio and Proportion,Ratio sharing problem,Medium,data/extracted_text/2025/Slot_1/FULL/CAT_2025_Slot_1_FULL.txt,,,,true,false,"year:2025, slot:Slot 1, topic:Arithmetic, subtopic:Ratio and Proportion, archetype:Ratio sharing problem"
cat,QA,2025,Slot 1,CAT_2025_S1_QA,CAT_2025_S1_QA_Q11,"A cafeteria offers 5 types of sandwiches. Moreover, for each type of sandwich, a customer can choose one of 4 breads and opt for either small or large sized sandwich. Optionally, the customer may also add up to 2 out of 6 available sauces. The number of different ways in which an order can be placed for a sandwich, is",MCQ,880,840,800,600,A,"1 There are 5 types of sandwiches. For each sandwich, the customer can choose 1 of 4 breads. Each sandwich can be either small or large = 2 choices. The customer may add up to 2 sauces from 6 available sauces. Hence, the total number of ways = 5 × 4 × 2 × (6C0 + 6C1 + 6C2) = 40 × (1 + 6 + 15) = 880",Modern Math,Permutation Combination,Counting with restrictions,Medium,data/extracted_text/2025/Slot_1/FULL/CAT_2025_Slot_1_FULL.txt,,,,true,false,"year:2025, slot:Slot 1, topic:Modern Math, subtopic:Permutation Combination, archetype:Counting with restrictions"
cat,QA,2025,Slot 1,CAT_2025_S1_QA,CAT_2025_S1_QA_Q12,"A value of c for which the minimum value of f(x) = x2 – 4cx + 8c is greater than the maximum value of g(x) = –x2 + 3cx – 2c, is",MCQ,–2,–1/2,2,1/2,D,"4 The function f(x) = x2 – 4cx + 8c has a minimum at xmin = 4c/2 = 2c So the minimum value = f(2c) = (2c)2 – 4c × 2c + 8c =– 4c2 + 8c The function g(x) = – x2 + 3cx – 2c has a maximum at xmax = –3c/2(–1) = 3c/2 So the maximum value = f(3c/2) = – (3c/2)2 + 3c × 3c/2 – 2c = 9c2/4 – 2c According to the question, – 4c2 + 8c > 9c2/4 – 2c Or, – 25c2 – 40c > 0 Or, 5c(5c – 8) < 0 If c < 0 and 5c – 8 > 0  c > 8/5, not possible. If c > 0 and 5c – 8 < 0  c < 8/5, which is possible. So 0 < c < 8/5 Hence, c = 1/2 is the correct option.",Algebra,Quadratic Equations,Function value/domain problem,Medium,data/extracted_text/2025/Slot_1/FULL/CAT_2025_Slot_1_FULL.txt,,,,true,false,"year:2025, slot:Slot 1, topic:Algebra, subtopic:Quadratic Equations, archetype:Function value/domain problem"
cat,QA,2025,Slot 1,CAT_2025_S1_QA,CAT_2025_S1_QA_Q13,"Let 3 x 6   and [x2] = [x]2, where [x] is the greatest integer not exceeding x. If set S represents all feasible values of x, then a possible subset of S is",MCQ,"   3, 10 5, 26 {6}    ","  4, 18 [5, 27) {6}  ","3, 10 5, 26         ","3, 10 4, 17 {6}          ",A,"1 Since 3  x  6, possible values of [x] are: 3, 4, 5, 6 Case 1: 3  x < 4  [x] = 3 Then, [x]2 = 9 [x2] = 9  9  x2 < 10 Or, 3 < x < 10 So x [ (3, 10) Case 2: 4  x < 5  [x] = 4 Then, [x]2 = 16 [x2] = 16  16  x2 < 17 Or, 4  x < 17 But 17 = 4.12, so this interval is very small and does not satisfy the equality consistently over the whole range. Hence, no valid interval is included here. Case 3: 5  x < 6  [x] = 5 Then, [x]2 = 25 [x2] = 25  25  x2 < 26 Or, 5  x < 26 So x [ [5, 26) Case 4: x = 6  [x] = 6 Then, [x]2 = 36, [x2] = 36 So x = 6 Hence, a possible subset of S is (3, 10)  [5, 26)  {6}.",Algebra,Quadratic Equations,Function value/domain problem,Hard,data/extracted_text/2025/Slot_1/FULL/CAT_2025_Slot_1_FULL.txt,,,,true,false,"year:2025, slot:Slot 1, topic:Algebra, subtopic:Quadratic Equations, archetype:Function value/domain problem"
cat,QA,2025,Slot 1,CAT_2025_S1_QA,CAT_2025_S1_QA_Q14,"The number of distinct pairs of integers (x, y) satisfying the inequalities x > y  3 and x + y < 14 is 13",TITA,,,,,NA,"16 x > y  3  x  y + 1 x + y < 14  x < 14 – y So y + 1  x < 14 – y  y + 1 < 14 – y  y < 6.5 and y  3 So possible integer values of y are: 3, 4, 5, 6 If y = 3; 4  x < 11  x = 4, 5, 6, 7, 8, 9, 10 If y = 4; 5  x < 10  x = 5, 6, 7, 8, 9 If y = 5; 6  x < 9  x = 6, 7, 8 If y = 6; 7  x < 8  x = 7 Hence, there are 16 distinct pairs of integers.",Algebra,Linear Equations,General algebra problem,Hard,data/extracted_text/2025/Slot_1/FULL/CAT_2025_Slot_1_FULL.txt,,,,true,false,"year:2025, slot:Slot 1, topic:Algebra, subtopic:Linear Equations, archetype:General algebra problem"
cat,QA,2025,Slot 1,CAT_2025_S1_QA,CAT_2025_S1_QA_Q15,"At a certain simple rate of interest, a given sum amounts to Rs. 13,920 in 3 years, and to Rs. 18,960 in 6 years and 6 months. If the same given sum had been invested for 2 years at the same rate as before but with interest compounded every 6 months, then the total interest earned, in rupees, would have been nearest to",MCQ,3096,3221,3150,3180,B,"2 Let the given sum be Rs. P and the simple interest rate be r% per annum. Then, P(1 + 3r/100) = 13920 … (i) And P(1 + 6.5r/100) = 18960 … (ii) From (i) and (ii), (1 + 6.5r/100)/(1 + 3r/100) = 18960/13920 = 79/58  58 + 3.77r = 79 + 2.37r  1.4r = 21  r = 15% So from (i), P = 13920/1.45 = Rs.9,600 Hence, the required interest earned = 9600(1 + 7.5/100)4 – 9600  12820.50 – 9600  Rs.3,221.",Arithmetic,Simple Interest Compound Interest,General arithmetic problem,Medium,data/extracted_text/2025/Slot_1/FULL/CAT_2025_Slot_1_FULL.txt,,,,true,false,"year:2025, slot:Slot 1, topic:Arithmetic, subtopic:Simple Interest Compound Interest, archetype:General arithmetic problem"
cat,QA,2025,Slot 1,CAT_2025_S1_QA,CAT_2025_S1_QA_Q16,"A container holds 200 litres of a solution of acid and water, having 30% acid by volume. Atul replaces 20% of this solution with water, then replaces 10% of the resulting solution with acid, and finally replaces 15% of the solution thus obtained, with water. The percentage of acid by volume in the final solution obtained after these three replacements, is nearest to",MCQ,27,25,23,29,A,"1 In 200 liter solution, acid = 0.3 × 200 = 60 liter and water = 140 liter 20% of 200 = 40 liter In 40 liter solution, acid = 0.3 × 40 = 12 liter and water = 28 liter --- PAGE 28 --- 28 CAT 2025 Solved Paper (Slot-1) Now, in 200 liter solution, acid = 60 – 12 = 48 liter and water = 140 – 28 + 40 = 152 liter Acid % = 48/200 × 100 = 24%, water % = 76% 10% of 200 = 20 liters In 20 liters, acid = 0.24 × 20 = 4.8 liter and water = 15.2 liter Now, in 200 liter solution, acid = 48 – 4.8 + 20 = 63.2 liter and water = 152 – 15.2 = 136.8 liter Acid % = 63.2/200 × 100 = 31.6%, water % = 68.4% 15% of 200 = 30 liters In 30 liters, acid = 0.316 × 30 = 9.48 liters and water = 30 – 9.48 = 20.52 liter Now, in 200 liter solution, acid = 63.2 – 9.48 = 53.72 liter and water = 136.8 – 20.52 + 30 = 146.28 liter Now, acid % = 53.72/200 × 100 = 26.86%  27%.",Arithmetic,Mixtures and Alligation,Mixture concentration problem,Medium,data/extracted_text/2025/Slot_1/FULL/CAT_2025_Slot_1_FULL.txt,,,,true,false,"year:2025, slot:Slot 1, topic:Arithmetic, subtopic:Mixtures and Alligation, archetype:Mixture concentration problem"
cat,QA,2025,Slot 1,CAT_2025_S1_QA,CAT_2025_S1_QA_Q17,"The number of non-negative integer values of k for which the quadratic equation x2 – 5x + k = 0 has only integer roots, is",TITA,,,,,NA,"3 The equation x2 – 5x + k = 0 has integer roots. Then, (– 5)2 – 4k = 25 – 4k = Perfect square  0 k 0 1 2 3 4 5 6 25 - 4k 25 21 17 13 9 5 1 Hence, k = 0, 4, 6",Algebra,Quadratic Equations,Roots and coefficients problem,Hard,data/extracted_text/2025/Slot_1/FULL/CAT_2025_Slot_1_FULL.txt,,,,true,false,"year:2025, slot:Slot 1, topic:Algebra, subtopic:Quadratic Equations, archetype:Roots and coefficients problem"
cat,QA,2025,Slot 1,CAT_2025_S1_QA,CAT_2025_S1_QA_Q18,"A shopkeeper offers a discount of 22% on the marked price of each chair, and gives 13 chairs to a customer for the discounted price of 12 chairs to earn a profit of 26% on the transaction. If the cost price of each chair is Rs. 100, then the marked price, in rupees, of each chair is",TITA,,,,,NA,"175 The cost price of each chair is Rs.100. Let the marked price of each chair be x. Then, selling price of each chair = 0.78x Total cost price of 13 chairs = Rs.1,300 Selling price of 12 chairs = 1300 × 1.26 = Rs.1,638 Selling price of each chair = 1,638/12 = Rs.136.50 Hence, the marked price of each chair = 136.50/0.78 = Rs.175.",Arithmetic,Profit and Loss,Profit-loss transaction problem,Medium,data/extracted_text/2025/Slot_1/FULL/CAT_2025_Slot_1_FULL.txt,,,,true,false,"year:2025, slot:Slot 1, topic:Arithmetic, subtopic:Profit and Loss, archetype:Profit-loss transaction problem"
cat,QA,2025,Slot 1,CAT_2025_S1_QA,CAT_2025_S1_QA_Q19,"In a 3-digit number N, the digits are non-zero and distinct such that none of the digits is a perfect square, and only one of the digits is a prime number. Then, the number of factors of the minimum possible value of N is",TITA,,,,,NA,"6 1, 4, 9 are perfect square digits. The remaining digits are 2, 3, 5, 6, 7, 8. Out of these 2, 3, 5, 7 are prime numbers and 6, 8 are non-prime numbers. Since only one digit must be prime, the other two must be non-prime. So minimum possible value of N = 268 = 22 × 67 Hence, the number of factors is (2 + 1) × (1 + 1) = 6.",Number System,Divisibility,Inequality optimization problem,Medium,data/extracted_text/2025/Slot_1/FULL/CAT_2025_Slot_1_FULL.txt,,,,true,false,"year:2025, slot:Slot 1, topic:Number System, subtopic:Divisibility, archetype:Inequality optimization problem"
cat,QA,2025,Slot 1,CAT_2025_S1_QA,CAT_2025_S1_QA_Q20,"If the length of a side of a rhombus is 36 cm and the area of the rhombus is 396 sq. cm, then the absolute value of the difference between the lengths, in cm, of the diagonals of the rhombus is",TITA,,,,,NA,60 d1 2 d2 2 36 cm 36 cm 36 cm 36 cm Area of rhombus = 396  1/2 × d1 × d2 = 396  d1d2 = 792 … (i) (d1/2)2 + (d2/2)2 = 362  (d1/2)2 + (d2/2)2 = 362  (d1)2 + (d2)2 = 5184 … (ii) So (d1 – d2)2 = (d1)2 + (d2)2 – 2d1d2 (d1 – d2)2 = 5184 – 2 × 792 = 3600 |d1 – d2| = 60 cm.,Geometry,Quadrilaterals,Mensuration volume/area problem,Easy,data/extracted_text/2025/Slot_1/FULL/CAT_2025_Slot_1_FULL.txt,,,,true,false,"year:2025, slot:Slot 1, topic:Geometry, subtopic:Quadrilaterals, archetype:Mensuration volume/area problem"
cat,QA,2025,Slot 1,CAT_2025_S1_QA,CAT_2025_S1_QA_Q21,"The ratio of the number of students in the morning shift and afternoon shift of a school was 13 : 9. After 21 students moved from the morning shift to the afternoon shift, this ratio became 19 : 14. Next, some new students joined the morning and afternoon shifts in the ratio 3 : 8 and then the ratio of the number of students in the morning shift and the afternoon shift became 5 : 4. The number of new students who joined is",MCQ,99,88,121,110,A,"1 Let the number of students in the morning and afternoon shift be 13x and 9x, respectively. Then, (13x – 21)/(9x + 21) = 19 /14  182x – 294 = 171x + 399  11x = 693  x = 63 So number of student in the morning shift = 819 and in the afternoon shift = 567 Let the number of new students joined the morning and afternoon shifts be 3y and 8y, respectively. Then, (819 – 21 + 3y)/(567 + 21 + 8y) = 5/4  3192 + 12y = 2940 + 40y  28y = 252  y = 9 Hence, the new student joined = 9 × (3 + 8) = 99.",Arithmetic,Profit and Loss,Ratio sharing problem,Medium,data/extracted_text/2025/Slot_1/FULL/CAT_2025_Slot_1_FULL.txt,,,,true,false,"year:2025, slot:Slot 1, topic:Arithmetic, subtopic:Profit and Loss, archetype:Ratio sharing problem"
cat,QA,2025,Slot 1,CAT_2025_S1_QA,CAT_2025_S1_QA_Q22,"Arun, Varun and Tarun, if working alone, can complete a task in 24, 21, and 15 days, respectively. They charge Rs. 2,160, Rs. 2,400, and Rs. 2,160 per day, respectively, even if they are employed for a partial day. On any given day, any of the workers may or may not be employed to work. If the task needs to be completed in 10 days or less, then the minimum possible amount, in rupees, required to be paid for the entire task is 14",MCQ,47040,34400,38880,38400,D,"4 Total work = LCM (24, 21, 15) = 840 units Work done per day by Arun, Varun, and Tarun = 840/24, 840/21, 840/15 = 35, 40, 56 units Rs./unit charge by Arun, Varun, and Tarun = 432/ 7, 60, 270/7 So Tarun completes in 10 days = 10 × 56 = 560 units The remaining work 840 – 560 = 280 units completes by Varun in 7 days Hence, the minimum possible amount required to be paid for the entire task is = 2160 × 10 + 2400 × 7 = 21600 + 16800 = Rs.38,400.",Arithmetic,Time and Work,Work-efficiency problem,Medium,data/extracted_text/2025/Slot_1/FULL/CAT_2025_Slot_1_FULL.txt,,,,true,false,"year:2025, slot:Slot 1, topic:Arithmetic, subtopic:Time and Work, archetype:Work-efficiency problem"
cat,QA,2025,Slot 2,CAT_2025_S2_QA,CAT_2025_S2_QA_Q01,"In a ABC, points D and E are on the sides BC and AC, respectively. BE and AD intersect at point T such that AD : AT = 4 : 3, and BE : BT = 5 : 4. Point F lies on AC such that DF is parallel to BE. Then, BD : CD is",MCQ,7 : 4,15 : 4,9 : 4,11 : 4,D,"4 A B C D 4y 3x y E F x T In ADF, AT 3 ET AD 4 DF   4y DF 3      BC BE 5y 15 4y DC DF 4 3 BD BC DC BC 15 11 1 1 DC DC DC 4 4       ",Arithmetic,Profit and Loss,General arithmetic problem,Medium,data/extracted_text/2025/Slot_2/FULL/CAT_2025_Slot_2_FULL.txt,,,,true,false,"year:2025, slot:Slot 2, topic:Arithmetic, subtopic:Profit and Loss, archetype:General arithmetic problem"
cat,QA,2025,Slot 2,CAT_2025_S2_QA,CAT_2025_S2_QA_Q02,"Let f(x) = x x and g(x) . (2x 1) (x 1)    Then, the domain of the function h(x) = f(g(x)) + g(f(x)) is all real numbers except",MCQ,"1/2, 1, and 3/2","–1/2, 1/2, and 1","–1, 1/2, and 1","1/2, and 1",C,"3 h(x) = f(g(x)) + g(f(x))     8 x f x 2g x 1 f x 1     x x 4 1 2x 1 2x x 1 x 1 2x 1        x x x 1 1 x     h(x)   2 2x (1 x ) for h(x) to be difined x cannot take values + 1 or –1 for f(x) to be defined 1 x 2  Ans: –1, 1/2, 1",Algebra,Functions,Function value/domain problem,Easy,data/extracted_text/2025/Slot_2/FULL/CAT_2025_Slot_2_FULL.txt,,,,true,false,"year:2025, slot:Slot 2, topic:Algebra, subtopic:Functions, archetype:Function value/domain problem"
cat,QA,2025,Slot 2,CAT_2025_S2_QA,CAT_2025_S2_QA_Q03,"The set of all real values of x for which (x2 – |x + 9| + x) > 0, is",MCQ,"(–9, –3)  (3, )","(–, –9)  (3, )","(–, –3)  (3, )","(–, –9)  (9, )",C,"3 x2 – |x + 9| + x > 0 For x = 4 the expression becomes: (4)2 – |4 + 9| + 4 = 16 – 13 + 4 = 8 > 0 So option 4 is discarded For x = –10; (–10)2 – | –10 + 9| + (–10) 100 – 1 > 0  option 1 is discarded. Now x = –4; (–4)2 – |– 4 + 9| + (–5) 16 – 5 – 5 > 0  option 2 is discarded. Here answer is     , 3 3,    Hence, correct answer is option 3.",Algebra,Quadratic Equations,Set/Venn diagram problem,Easy,data/extracted_text/2025/Slot_2/FULL/CAT_2025_Slot_2_FULL.txt,,,,true,false,"year:2025, slot:Slot 2, topic:Algebra, subtopic:Quadratic Equations, archetype:Set/Venn diagram problem"
cat,QA,2025,Slot 2,CAT_2025_S2_QA,CAT_2025_S2_QA_Q04,"If 2 2 x 2x 3 x 2x 2 9 4(3 ) 27 0,        then the product of all possible values of x is",MCQ,5,30,20,15,C,"3 2 2 x 2x 2 x 2x 3 9 4.3 27 0           2 2 x 2x 3 1 x 2x 3 2 3 4.3 27 0        2 2 2 x 2x 3 x 2x 3 3 4.3 3 27 0                    Let 2 x 2x 3 3 t    t2 – 12t + 27 = 0 t = 9, 3 2 x 2x 3 3 9     or 2 x 2x 3 3 3    2 x 2x 3 2 3 3     or 2 x 2x 3 1 3 3    x2 + 2x – 3 = 2 or x2 + 2x – 3 = 1 x2 + 2x – 5 = 0 or x2 + 2x – 4 = 0 . 5  or 4   Product of all possible value = (–5) (–4) So we have the final table as follows: PI 10 20 30 40 50 60 70 80 90 City / NUR NUR NUR Blusterburg NUR Noodleton Splutterville Quackford Mumpypore Zingaloo Weighted PI 5 10 7.5 20 12.5 15 17.5 20 22.5 State Fogglia Whimshire Humbleset Humbleset Fogglia Whimshire Fogglia Whimshire Humbleset --- PAGE 26 --- 26 CAT 2025 Solved Paper (Slot-2)",Algebra,Quadratic Equations,AP/GP sequence problem,Medium,data/extracted_text/2025/Slot_2/FULL/CAT_2025_Slot_2_FULL.txt,,,,true,false,"year:2025, slot:Slot 2, topic:Algebra, subtopic:Quadratic Equations, archetype:AP/GP sequence problem"
